code,parent_code,parent_name,top_letter,top_name,descriptor_bare,descriptor_prefixed
I30,I3,"Welfare, Well-Being, and Poverty",I,"Health, Education, and Welfare",General,"Welfare, Well-Being, and Poverty: General"
I31,I3,"Welfare, Well-Being, and Poverty",I,"Health, Education, and Welfare","General Welfare, Well-Being","Welfare, Well-Being, and Poverty: General Welfare, Well-Being"
I32,I3,"Welfare, Well-Being, and Poverty",I,"Health, Education, and Welfare",Measurement and Analysis of Poverty,"Welfare, Well-Being, and Poverty: Measurement and Analysis of Poverty"
I38,I3,"Welfare, Well-Being, and Poverty",I,"Health, Education, and Welfare",Government Policy; Provision and Effects of Welfare Programs,"Welfare, Well-Being, and Poverty: Government Policy; Provision and Effects of Welfare Programs"
I39,I3,"Welfare, Well-Being, and Poverty",I,"Health, Education, and Welfare",Other,"Welfare, Well-Being, and Poverty: Other"
J00,J0,,J,Labor and Demographic Economics,General,General
J01,J0,,J,Labor and Demographic Economics,Labor Economics: General,Labor Economics: General
J08,J0,,J,Labor and Demographic Economics,Labor Economics Policies,Labor Economics Policies
J10,J1,Demographic Economics,J,Labor and Demographic Economics,General,Demographic Economics: General
J11,J1,Demographic Economics,J,Labor and Demographic Economics,"Demographic Trends, Macroeconomic Effects, and Forecasts","Demographic Economics: Demographic Trends, Macroeconomic Effects, and Forecasts"
J12,J1,Demographic Economics,J,Labor and Demographic Economics,Marriage; Marital Dissolution; Family Structure; Domestic Abuse,Demographic Economics: Marriage; Marital Dissolution; Family Structure; Domestic Abuse
J13,J1,Demographic Economics,J,Labor and Demographic Economics,Fertility; Family Planning; Child Care; Children; Youth,Demographic Economics: Fertility; Family Planning; Child Care; Children; Youth
J14,J1,Demographic Economics,J,Labor and Demographic Economics,Economics of the Elderly; Economics of Disability; Non-Labor Market Discrimination,Demographic Economics: Economics of the Elderly; Economics of Disability; Non-Labor Market Discrimination
J15,J1,Demographic Economics,J,Labor and Demographic Economics,"Economics of Minorities, Races, Indigenous Peoples, and Immigrants; Non-labor Discrimination","Demographic Economics: Economics of Minorities, Races, Indigenous Peoples, and Immigrants; Non-labor Discrimination"
J16,J1,Demographic Economics,J,Labor and Demographic Economics,Economics of Gender; Non-labor Discrimination,Demographic Economics: Economics of Gender; Non-labor Discrimination
J17,J1,Demographic Economics,J,Labor and Demographic Economics,Value of Life; Forgone Income,Demographic Economics: Value of Life; Forgone Income
J18,J1,Demographic Economics,J,Labor and Demographic Economics,Public Policy,Demographic Economics: Public Policy
J19,J1,Demographic Economics,J,Labor and Demographic Economics,Other,Demographic Economics: Other
J20,J2,Demand and Supply of Labor,J,Labor and Demographic Economics,General,Demand and Supply of Labor: General
J21,J2,Demand and Supply of Labor,J,Labor and Demographic Economics,"Labor Force and Employment, Size, and Structure","Demand and Supply of Labor: Labor Force and Employment, Size, and Structure"
J22,J2,Demand and Supply of Labor,J,Labor and Demographic Economics,Time Allocation and Labor Supply,Demand and Supply of Labor: Time Allocation and Labor Supply
J23,J2,Demand and Supply of Labor,J,Labor and Demographic Economics,Labor Demand,Demand and Supply of Labor: Labor Demand
J24,J2,Demand and Supply of Labor,J,Labor and Demographic Economics,Human Capital; Skills; Occupational Choice; Labor Productivity,Demand and Supply of Labor: Human Capital; Skills; Occupational Choice; Labor Productivity
J26,J2,Demand and Supply of Labor,J,Labor and Demographic Economics,Retirement; Retirement Policies,Demand and Supply of Labor: Retirement; Retirement Policies
J28,J2,Demand and Supply of Labor,J,Labor and Demographic Economics,Safety; Job Satisfaction; Related Public Policy,Demand and Supply of Labor: Safety; Job Satisfaction; Related Public Policy
J29,J2,Demand and Supply of Labor,J,Labor and Demographic Economics,Other,Demand and Supply of Labor: Other
J30,J3,"Wages, Compensation, and Labor Costs",J,Labor and Demographic Economics,General,"Wages, Compensation, and Labor Costs: General"
J31,J3,"Wages, Compensation, and Labor Costs",J,Labor and Demographic Economics,Wage Level and Structure; Wage Differentials,"Wages, Compensation, and Labor Costs: Wage Level and Structure; Wage Differentials"
J32,J3,"Wages, Compensation, and Labor Costs",J,Labor and Demographic Economics,Nonwage Labor Costs and Benefits; Retirement Plans; Private Pensions,"Wages, Compensation, and Labor Costs: Nonwage Labor Costs and Benefits; Retirement Plans; Private Pensions"
J33,J3,"Wages, Compensation, and Labor Costs",J,Labor and Demographic Economics,Compensation Packages; Payment Methods,"Wages, Compensation, and Labor Costs: Compensation Packages; Payment Methods"
J38,J3,"Wages, Compensation, and Labor Costs",J,Labor and Demographic Economics,Public Policy,"Wages, Compensation, and Labor Costs: Public Policy"
J39,J3,"Wages, Compensation, and Labor Costs",J,Labor and Demographic Economics,Other,"Wages, Compensation, and Labor Costs: Other"
J40,J4,Particular Labor Markets,J,Labor and Demographic Economics,General,Particular Labor Markets: General
J41,J4,Particular Labor Markets,J,Labor and Demographic Economics,Labor Contracts,Particular Labor Markets: Labor Contracts
J42,J4,Particular Labor Markets,J,Labor and Demographic Economics,Monopsony; Segmented Labor Markets,Particular Labor Markets: Monopsony; Segmented Labor Markets
J43,J4,Particular Labor Markets,J,Labor and Demographic Economics,Agricultural Labor Markets,Particular Labor Markets: Agricultural Labor Markets
J44,J4,Particular Labor Markets,J,Labor and Demographic Economics,Professional Labor Markets; Occupational Licensing,Particular Labor Markets: Professional Labor Markets; Occupational Licensing
J45,J4,Particular Labor Markets,J,Labor and Demographic Economics,Public Sector Labor Markets,Particular Labor Markets: Public Sector Labor Markets
J46,J4,Particular Labor Markets,J,Labor and Demographic Economics,Informal Labor Markets,Particular Labor Markets: Informal Labor Markets
J47,J4,Particular Labor Markets,J,Labor and Demographic Economics,Coercive Labor Markets,Particular Labor Markets: Coercive Labor Markets
J48,J4,Particular Labor Markets,J,Labor and Demographic Economics,Public Policy,Particular Labor Markets: Public Policy
J49,J4,Particular Labor Markets,J,Labor and Demographic Economics,Other,Particular Labor Markets: Other
J50,J5,"Labor–Management Relations, Trade Unions, and Collective Bargaining",J,Labor and Demographic Economics,General,"Labor–Management Relations, Trade Unions, and Collective Bargaining: General"
J51,J5,"Labor–Management Relations, Trade Unions, and Collective Bargaining",J,Labor and Demographic Economics,"Trade Unions: Objectives, Structure, and Effects","Labor–Management Relations, Trade Unions, and Collective Bargaining: Trade Unions: Objectives, Structure, and Effects"
J52,J5,"Labor–Management Relations, Trade Unions, and Collective Bargaining",J,Labor and Demographic Economics,"Dispute Resolution: Strikes, Arbitration, and Mediation; Collective Bargaining","Labor–Management Relations, Trade Unions, and Collective Bargaining: Dispute Resolution: Strikes, Arbitration, and Mediation; Collective Bargaining"
J53,J5,"Labor–Management Relations, Trade Unions, and Collective Bargaining",J,Labor and Demographic Economics,Labor–Management Relations; Industrial Jurisprudence,"Labor–Management Relations, Trade Unions, and Collective Bargaining: Labor–Management Relations; Industrial Jurisprudence"
J54,J5,"Labor–Management Relations, Trade Unions, and Collective Bargaining",J,Labor and Demographic Economics,Producer Cooperatives; Labor Managed Firms; Employee Ownership,"Labor–Management Relations, Trade Unions, and Collective Bargaining: Producer Cooperatives; Labor Managed Firms; Employee Ownership"
J58,J5,"Labor–Management Relations, Trade Unions, and Collective Bargaining",J,Labor and Demographic Economics,Public Policy,"Labor–Management Relations, Trade Unions, and Collective Bargaining: Public Policy"
J59,J5,"Labor–Management Relations, Trade Unions, and Collective Bargaining",J,Labor and Demographic Economics,Other,"Labor–Management Relations, Trade Unions, and Collective Bargaining: Other"
J60,J6,"Mobility, Unemployment, Vacancies, and Immigrant Workers",J,Labor and Demographic Economics,General,"Mobility, Unemployment, Vacancies, and Immigrant Workers: General"
J61,J6,"Mobility, Unemployment, Vacancies, and Immigrant Workers",J,Labor and Demographic Economics,Geographic Labor Mobility; Immigrant Workers,"Mobility, Unemployment, Vacancies, and Immigrant Workers: Geographic Labor Mobility; Immigrant Workers"
J62,J6,"Mobility, Unemployment, Vacancies, and Immigrant Workers",J,Labor and Demographic Economics,"Job, Occupational, and Intergenerational Mobility","Mobility, Unemployment, Vacancies, and Immigrant Workers: Job, Occupational, and Intergenerational Mobility"
J63,J6,"Mobility, Unemployment, Vacancies, and Immigrant Workers",J,Labor and Demographic Economics,Turnover; Vacancies; Layoffs,"Mobility, Unemployment, Vacancies, and Immigrant Workers: Turnover; Vacancies; Layoffs"
J64,J6,"Mobility, Unemployment, Vacancies, and Immigrant Workers",J,Labor and Demographic Economics,"Unemployment: Models, Duration, Incidence, and Job Search","Mobility, Unemployment, Vacancies, and Immigrant Workers: Unemployment: Models, Duration, Incidence, and Job Search"
J65,J6,"Mobility, Unemployment, Vacancies, and Immigrant Workers",J,Labor and Demographic Economics,Unemployment Insurance; Severance Pay; Plant Closings,"Mobility, Unemployment, Vacancies, and Immigrant Workers: Unemployment Insurance; Severance Pay; Plant Closings"
J68,J6,"Mobility, Unemployment, Vacancies, and Immigrant Workers",J,Labor and Demographic Economics,Public Policy,"Mobility, Unemployment, Vacancies, and Immigrant Workers: Public Policy"
J69,J6,"Mobility, Unemployment, Vacancies, and Immigrant Workers",J,Labor and Demographic Economics,Other,"Mobility, Unemployment, Vacancies, and Immigrant Workers: Other"
J70,J7,Labor Discrimination,J,Labor and Demographic Economics,General,Labor Discrimination: General
J71,J7,Labor Discrimination,J,Labor and Demographic Economics,Discrimination,Labor Discrimination: Discrimination
J78,J7,Labor Discrimination,J,Labor and Demographic Economics,Public Policy,Labor Discrimination: Public Policy
J79,J7,Labor Discrimination,J,Labor and Demographic Economics,Other,Labor Discrimination: Other
J80,J8,Labor Standards: National and International,J,Labor and Demographic Economics,General,Labor Standards: National and International: General
J81,J8,Labor Standards: National and International,J,Labor and Demographic Economics,Working Conditions,Labor Standards: National and International: Working Conditions
J82,J8,Labor Standards: National and International,J,Labor and Demographic Economics,Labor Force Composition,Labor Standards: National and International: Labor Force Composition
J83,J8,Labor Standards: National and International,J,Labor and Demographic Economics,Workers' Rights,Labor Standards: National and International: Workers' Rights
J88,J8,Labor Standards: National and International,J,Labor and Demographic Economics,Public Policy,Labor Standards: National and International: Public Policy
J89,J8,Labor Standards: National and International,J,Labor and Demographic Economics,Other,Labor Standards: National and International: Other
K00,K0,,K,Law and Economics,General,General
K10,K1,Basic Areas of Law,K,Law and Economics,General,Basic Areas of Law: General
K11,K1,Basic Areas of Law,K,Law and Economics,Property Law,Basic Areas of Law: Property Law
K12,K1,Basic Areas of Law,K,Law and Economics,Contract Law,Basic Areas of Law: Contract Law
K13,K1,Basic Areas of Law,K,Law and Economics,Tort Law and Product Liability; Forensic Economics,Basic Areas of Law: Tort Law and Product Liability; Forensic Economics
K14,K1,Basic Areas of Law,K,Law and Economics,Criminal Law,Basic Areas of Law: Criminal Law
K15,K1,Basic Areas of Law,K,Law and Economics,Civil Law; Common Law,Basic Areas of Law: Civil Law; Common Law
K16,K1,Basic Areas of Law,K,Law and Economics,Election Law,Basic Areas of Law: Election Law
K19,K1,Basic Areas of Law,K,Law and Economics,Other,Basic Areas of Law: Other
K20,K2,Regulation and Business Law,K,Law and Economics,General,Regulation and Business Law: General
K21,K2,Regulation and Business Law,K,Law and Economics,Antitrust Law,Regulation and Business Law: Antitrust Law
K22,K2,Regulation and Business Law,K,Law and Economics,Business and Securities Law,Regulation and Business Law: Business and Securities Law
K23,K2,Regulation and Business Law,K,Law and Economics,Regulated Industries and Administrative Law,Regulation and Business Law: Regulated Industries and Administrative Law
K24,K2,Regulation and Business Law,K,Law and Economics,Cyber Law,Regulation and Business Law: Cyber Law
K25,K2,Regulation and Business Law,K,Law and Economics,Real Estate Law,Regulation and Business Law: Real Estate Law
K29,K2,Regulation and Business Law,K,Law and Economics,Other,Regulation and Business Law: Other
K30,K3,Other Substantive Areas of Law,K,Law and Economics,General,Other Substantive Areas of Law: General
K31,K3,Other Substantive Areas of Law,K,Law and Economics,Labor Law,Other Substantive Areas of Law: Labor Law
K32,K3,Other Substantive Areas of Law,K,Law and Economics,"Energy, Environmental, Health, and Safety Law","Other Substantive Areas of Law: Energy, Environmental, Health, and Safety Law"
K33,K3,Other Substantive Areas of Law,K,Law and Economics,International Law,Other Substantive Areas of Law: International Law
K34,K3,Other Substantive Areas of Law,K,Law and Economics,Tax Law,Other Substantive Areas of Law: Tax Law
K35,K3,Other Substantive Areas of Law,K,Law and Economics,Personal Bankruptcy Law,Other Substantive Areas of Law: Personal Bankruptcy Law
K36,K3,Other Substantive Areas of Law,K,Law and Economics,Family and Personal Law,Other Substantive Areas of Law: Family and Personal Law
K37,K3,Other Substantive Areas of Law,K,Law and Economics,Immigration Law,Other Substantive Areas of Law: Immigration Law
K38,K3,Other Substantive Areas of Law,K,Law and Economics,Human Rights Law; Gender Law; Animal Rights Law,Other Substantive Areas of Law: Human Rights Law; Gender Law; Animal Rights Law
K39,K3,Other Substantive Areas of Law,K,Law and Economics,Other,Other Substantive Areas of Law: Other
K40,K4,"Legal Procedure, the Legal System, and Illegal Behavior",K,Law and Economics,General,"Legal Procedure, the Legal System, and Illegal Behavior: General"
K41,K4,"Legal Procedure, the Legal System, and Illegal Behavior",K,Law and Economics,Litigation Process,"Legal Procedure, the Legal System, and Illegal Behavior: Litigation Process"
K42,K4,"Legal Procedure, the Legal System, and Illegal Behavior",K,Law and Economics,Illegal Behavior and the Enforcement of Law,"Legal Procedure, the Legal System, and Illegal Behavior: Illegal Behavior and the Enforcement of Law"
K49,K4,"Legal Procedure, the Legal System, and Illegal Behavior",K,Law and Economics,Other,"Legal Procedure, the Legal System, and Illegal Behavior: Other"
L00,L0,,L,Industrial Organization,General,General
L10,L1,"Market Structure, Firm Strategy, and Market Performance",L,Industrial Organization,General,"Market Structure, Firm Strategy, and Market Performance: General"
L11,L1,"Market Structure, Firm Strategy, and Market Performance",L,Industrial Organization,"Production, Pricing, and Market Structure; Size Distribution of Firms","Market Structure, Firm Strategy, and Market Performance: Production, Pricing, and Market Structure; Size Distribution of Firms"
L12,L1,"Market Structure, Firm Strategy, and Market Performance",L,Industrial Organization,Monopoly; Monopolization Strategies,"Market Structure, Firm Strategy, and Market Performance: Monopoly; Monopolization Strategies"
L13,L1,"Market Structure, Firm Strategy, and Market Performance",L,Industrial Organization,Oligopoly and Other Imperfect Markets,"Market Structure, Firm Strategy, and Market Performance: Oligopoly and Other Imperfect Markets"
L14,L1,"Market Structure, Firm Strategy, and Market Performance",L,Industrial Organization,Transactional Relationships; Contracts and Reputation; Networks,"Market Structure, Firm Strategy, and Market Performance: Transactional Relationships; Contracts and Reputation; Networks"
L15,L1,"Market Structure, Firm Strategy, and Market Performance",L,Industrial Organization,Information and Product Quality; Standardization and Compatibility,"Market Structure, Firm Strategy, and Market Performance: Information and Product Quality; Standardization and Compatibility"
L16,L1,"Market Structure, Firm Strategy, and Market Performance",L,Industrial Organization,Industrial Organization and Macroeconomics: Industrial Structure and Structural Change; Industrial Price Indices,"Market Structure, Firm Strategy, and Market Performance: Industrial Organization and Macroeconomics: Industrial Structure and Structural Change; Industrial Price Indices"
L17,L1,"Market Structure, Firm Strategy, and Market Performance",L,Industrial Organization,Open Source Products and Markets,"Market Structure, Firm Strategy, and Market Performance: Open Source Products and Markets"
L19,L1,"Market Structure, Firm Strategy, and Market Performance",L,Industrial Organization,Other,"Market Structure, Firm Strategy, and Market Performance: Other"
L20,L2,"Firm Objectives, Organization, and Behavior",L,Industrial Organization,General,"Firm Objectives, Organization, and Behavior: General"
L21,L2,"Firm Objectives, Organization, and Behavior",L,Industrial Organization,Business Objectives of the Firm,"Firm Objectives, Organization, and Behavior: Business Objectives of the Firm"
L22,L2,"Firm Objectives, Organization, and Behavior",L,Industrial Organization,Firm Organization and Market Structure,"Firm Objectives, Organization, and Behavior: Firm Organization and Market Structure"
L23,L2,"Firm Objectives, Organization, and Behavior",L,Industrial Organization,Organization of Production,"Firm Objectives, Organization, and Behavior: Organization of Production"
L24,L2,"Firm Objectives, Organization, and Behavior",L,Industrial Organization,Contracting Out; Joint Ventures; Technology Licensing,"Firm Objectives, Organization, and Behavior: Contracting Out; Joint Ventures; Technology Licensing"
L25,L2,"Firm Objectives, Organization, and Behavior",L,Industrial Organization,"Firm Performance: Size, Diversification, and Scope","Firm Objectives, Organization, and Behavior: Firm Performance: Size, Diversification, and Scope"
L26,L2,"Firm Objectives, Organization, and Behavior",L,Industrial Organization,Entrepreneurship,"Firm Objectives, Organization, and Behavior: Entrepreneurship"
L29,L2,"Firm Objectives, Organization, and Behavior",L,Industrial Organization,Other,"Firm Objectives, Organization, and Behavior: Other"
L30,L3,Nonprofit Organizations and Public Enterprise,L,Industrial Organization,General,Nonprofit Organizations and Public Enterprise: General
L31,L3,Nonprofit Organizations and Public Enterprise,L,Industrial Organization,Nonprofit Institutions; NGOs; Social Entrepreneurship,Nonprofit Organizations and Public Enterprise: Nonprofit Institutions; NGOs; Social Entrepreneurship
L32,L3,Nonprofit Organizations and Public Enterprise,L,Industrial Organization,Public Enterprises; Public-Private Enterprises,Nonprofit Organizations and Public Enterprise: Public Enterprises; Public-Private Enterprises
L33,L3,Nonprofit Organizations and Public Enterprise,L,Industrial Organization,Comparison of Public and Private Enterprises and Nonprofit Institutions; Privatization; Contracting Out,Nonprofit Organizations and Public Enterprise: Comparison of Public and Private Enterprises and Nonprofit Institutions; Privatization; Contracting Out
L38,L3,Nonprofit Organizations and Public Enterprise,L,Industrial Organization,Public Policy,Nonprofit Organizations and Public Enterprise: Public Policy
L39,L3,Nonprofit Organizations and Public Enterprise,L,Industrial Organization,Other,Nonprofit Organizations and Public Enterprise: Other
L40,L4,Antitrust Issues and Policies,L,Industrial Organization,General,Antitrust Issues and Policies: General
L41,L4,Antitrust Issues and Policies,L,Industrial Organization,Monopolization; Horizontal Anticompetitive Practices,Antitrust Issues and Policies: Monopolization; Horizontal Anticompetitive Practices
L42,L4,Antitrust Issues and Policies,L,Industrial Organization,Vertical Restraints; Resale Price Maintenance; Quantity Discounts,Antitrust Issues and Policies: Vertical Restraints; Resale Price Maintenance; Quantity Discounts
L43,L4,Antitrust Issues and Policies,L,Industrial Organization,Legal Monopolies and Regulation or Deregulation,Antitrust Issues and Policies: Legal Monopolies and Regulation or Deregulation
L44,L4,Antitrust Issues and Policies,L,Industrial Organization,"Antitrust Policy and Public Enterprises, Nonprofit Institutions, and Professional Organizations","Antitrust Issues and Policies: Antitrust Policy and Public Enterprises, Nonprofit Institutions, and Professional Organizations"
L49,L4,Antitrust Issues and Policies,L,Industrial Organization,Other,Antitrust Issues and Policies: Other
L50,L5,Regulation and Industrial Policy,L,Industrial Organization,General,Regulation and Industrial Policy: General
L51,L5,Regulation and Industrial Policy,L,Industrial Organization,Economics of Regulation,Regulation and Industrial Policy: Economics of Regulation
L52,L5,Regulation and Industrial Policy,L,Industrial Organization,Industrial Policy; Sectoral Planning Methods,Regulation and Industrial Policy: Industrial Policy; Sectoral Planning Methods
L53,L5,Regulation and Industrial Policy,L,Industrial Organization,Enterprise Policy,Regulation and Industrial Policy: Enterprise Policy
L59,L5,Regulation and Industrial Policy,L,Industrial Organization,Other,Regulation and Industrial Policy: Other
L60,L6,Industry Studies: Manufacturing,L,Industrial Organization,General,Industry Studies: Manufacturing: General
L61,L6,Industry Studies: Manufacturing,L,Industrial Organization,Metals and Metal Products; Cement; Glass; Ceramics,Industry Studies: Manufacturing: Metals and Metal Products; Cement; Glass; Ceramics
L62,L6,Industry Studies: Manufacturing,L,Industrial Organization,Automobiles; Other Transportation Equipment; Related Parts and Equipment,Industry Studies: Manufacturing: Automobiles; Other Transportation Equipment; Related Parts and Equipment
L63,L6,Industry Studies: Manufacturing,L,Industrial Organization,Microelectronics; Computers; Communications Equipment,Industry Studies: Manufacturing: Microelectronics; Computers; Communications Equipment
L64,L6,Industry Studies: Manufacturing,L,Industrial Organization,Other Machinery; Business Equipment; Armaments,Industry Studies: Manufacturing: Other Machinery; Business Equipment; Armaments
L65,L6,Industry Studies: Manufacturing,L,Industrial Organization,Chemicals; Rubber; Drugs; Biotechnology; Plastics,Industry Studies: Manufacturing: Chemicals; Rubber; Drugs; Biotechnology; Plastics
L66,L6,Industry Studies: Manufacturing,L,Industrial Organization,Food; Beverages; Cosmetics; Tobacco; Wine and Spirits,Industry Studies: Manufacturing: Food; Beverages; Cosmetics; Tobacco; Wine and Spirits
L67,L6,Industry Studies: Manufacturing,L,Industrial Organization,"Other Consumer Nondurables: Clothing, Textiles, Shoes, and Leather Goods; Household Goods; Sports Equipment","Industry Studies: Manufacturing: Other Consumer Nondurables: Clothing, Textiles, Shoes, and Leather Goods; Household Goods; Sports Equipment"
L68,L6,Industry Studies: Manufacturing,L,Industrial Organization,Appliances; Furniture; Other Consumer Durables,Industry Studies: Manufacturing: Appliances; Furniture; Other Consumer Durables
L69,L6,Industry Studies: Manufacturing,L,Industrial Organization,Other,Industry Studies: Manufacturing: Other
L70,L7,Industry Studies: Primary Products and Construction,L,Industrial Organization,General,Industry Studies: Primary Products and Construction: General
L71,L7,Industry Studies: Primary Products and Construction,L,Industrial Organization,"Mining, Extraction, and Refining: Hydrocarbon Fuels","Industry Studies: Primary Products and Construction: Mining, Extraction, and Refining: Hydrocarbon Fuels"
L72,L7,Industry Studies: Primary Products and Construction,L,Industrial Organization,"Mining, Extraction, and Refining: Other Nonrenewable Resources","Industry Studies: Primary Products and Construction: Mining, Extraction, and Refining: Other Nonrenewable Resources"
L73,L7,Industry Studies: Primary Products and Construction,L,Industrial Organization,Forest Products,Industry Studies: Primary Products and Construction: Forest Products
L74,L7,Industry Studies: Primary Products and Construction,L,Industrial Organization,Construction,Industry Studies: Primary Products and Construction: Construction
L78,L7,Industry Studies: Primary Products and Construction,L,Industrial Organization,Government Policy,Industry Studies: Primary Products and Construction: Government Policy
L79,L7,Industry Studies: Primary Products and Construction,L,Industrial Organization,Other,Industry Studies: Primary Products and Construction: Other
L80,L8,Industry Studies: Services,L,Industrial Organization,General,Industry Studies: Services: General
L81,L8,Industry Studies: Services,L,Industrial Organization,Retail and Wholesale Trade; e-Commerce,Industry Studies: Services: Retail and Wholesale Trade; e-Commerce
L82,L8,Industry Studies: Services,L,Industrial Organization,Entertainment; Media,Industry Studies: Services: Entertainment; Media
L83,L8,Industry Studies: Services,L,Industrial Organization,Sports; Gambling; Restaurants; Recreation; Tourism,Industry Studies: Services: Sports; Gambling; Restaurants; Recreation; Tourism
L84,L8,Industry Studies: Services,L,Industrial Organization,"Personal, Professional, and Business Services","Industry Studies: Services: Personal, Professional, and Business Services"
L85,L8,Industry Studies: Services,L,Industrial Organization,Real Estate Services,Industry Studies: Services: Real Estate Services
L86,L8,Industry Studies: Services,L,Industrial Organization,Information and Internet Services; Computer Software,Industry Studies: Services: Information and Internet Services; Computer Software
L87,L8,Industry Studies: Services,L,Industrial Organization,Postal and Delivery Services,Industry Studies: Services: Postal and Delivery Services
L88,L8,Industry Studies: Services,L,Industrial Organization,Government Policy,Industry Studies: Services: Government Policy
L89,L8,Industry Studies: Services,L,Industrial Organization,Other,Industry Studies: Services: Other
L90,L9,Industry Studies: Transportation and Utilities,L,Industrial Organization,General,Industry Studies: Transportation and Utilities: General
L91,L9,Industry Studies: Transportation and Utilities,L,Industrial Organization,Transportation: General,Industry Studies: Transportation and Utilities: Transportation: General
L92,L9,Industry Studies: Transportation and Utilities,L,Industrial Organization,Railroads and Other Surface Transportation,Industry Studies: Transportation and Utilities: Railroads and Other Surface Transportation
L93,L9,Industry Studies: Transportation and Utilities,L,Industrial Organization,Air Transportation,Industry Studies: Transportation and Utilities: Air Transportation
L94,L9,Industry Studies: Transportation and Utilities,L,Industrial Organization,Electric Utilities,Industry Studies: Transportation and Utilities: Electric Utilities
L95,L9,Industry Studies: Transportation and Utilities,L,Industrial Organization,Gas Utilities; Pipelines; Water Utilities,Industry Studies: Transportation and Utilities: Gas Utilities; Pipelines; Water Utilities
L96,L9,Industry Studies: Transportation and Utilities,L,Industrial Organization,Telecommunications,Industry Studies: Transportation and Utilities: Telecommunications
L97,L9,Industry Studies: Transportation and Utilities,L,Industrial Organization,Utilities: General,Industry Studies: Transportation and Utilities: Utilities: General
L98,L9,Industry Studies: Transportation and Utilities,L,Industrial Organization,Government Policy,Industry Studies: Transportation and Utilities: Government Policy
L99,L9,Industry Studies: Transportation and Utilities,L,Industrial Organization,Other,Industry Studies: Transportation and Utilities: Other
M00,M0,,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,General,General
M10,M1,Business Administration,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,General,Business Administration: General
M11,M1,Business Administration,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,Production Management,Business Administration: Production Management
M12,M1,Business Administration,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,Personnel Management; Executives; Executive Compensation,Business Administration: Personnel Management; Executives; Executive Compensation
M13,M1,Business Administration,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,New Firms; Startups,Business Administration: New Firms; Startups
M14,M1,Business Administration,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,Corporate Culture; Diversity; Social Responsibility,Business Administration: Corporate Culture; Diversity; Social Responsibility
M15,M1,Business Administration,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,IT Management,Business Administration: IT Management
M16,M1,Business Administration,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,International Business Administration,Business Administration: International Business Administration
M19,M1,Business Administration,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,Other,Business Administration: Other
M20,M2,Business Economics,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,General,Business Economics: General
M21,M2,Business Economics,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,Business Economics,Business Economics: Business Economics
M29,M2,Business Economics,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,Other,Business Economics: Other
M30,M3,Marketing and Advertising,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,General,Marketing and Advertising: General
M31,M3,Marketing and Advertising,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,Marketing,Marketing and Advertising: Marketing
M37,M3,Marketing and Advertising,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,Advertising,Marketing and Advertising: Advertising
M38,M3,Marketing and Advertising,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,Government Policy and Regulation,Marketing and Advertising: Government Policy and Regulation
M39,M3,Marketing and Advertising,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,Other,Marketing and Advertising: Other
M40,M4,Accounting and Auditing,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,General,Accounting and Auditing: General
M41,M4,Accounting and Auditing,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,Accounting,Accounting and Auditing: Accounting
M42,M4,Accounting and Auditing,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,Auditing,Accounting and Auditing: Auditing
M48,M4,Accounting and Auditing,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,Government Policy and Regulation,Accounting and Auditing: Government Policy and Regulation
M49,M4,Accounting and Auditing,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,Other,Accounting and Auditing: Other
M50,M5,Personnel Economics,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,General,Personnel Economics: General
M51,M5,Personnel Economics,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,Firm Employment Decisions; Promotions,Personnel Economics: Firm Employment Decisions; Promotions
M52,M5,Personnel Economics,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,Compensation and Compensation Methods and Their Effects,Personnel Economics: Compensation and Compensation Methods and Their Effects
M53,M5,Personnel Economics,M,Business Administration and Business Economics; Marketing; Accounting; Personnel Economics,Training,Personnel Economics: Training
